sample_id,cutting_speed,feed_rate,depth_of_cut,tool_nose_radius,material_hardness,tool_life,cutting_force,surface_roughness,power_consumption,material_removal_rate
318,248.98,0.17,2.18,0.58,182.7,266.63,697.66,0.0009,2.872,98.63
319,88.01,0.283,1.38,0.48,222.9,302.35,834.33,0.0044,1.303,34.04
320,167.02,0.287,2.4,0.52,223.1,249.93,1431.74,0.0031,4.207,111.47
321,177.65,0.346,2.78,0.81,225.2,188.66,1943.67,0.0029,6.332,173.14
322,56.24,0.28,1.09,0.44,258.7,344.92,762.49,0.0052,0.728,18.25
323,148.02,0.4,0.81,1.02,185.5,227.99,627.2,0.0033,1.483,49.83
324,66.54,0.108,2.57,0.82,266.3,446.9,696.84,0.0004,0.83,19.03
325,219.62,0.227,2.62,1.16,282.7,218.67,1610.7,0.0008,6.44,140.26
326,297.53,0.225,1.35,0.46,216.4,232.81,616.57,0.0019,3.073,85.33
327,292.02,0.279,1.75,0.6,220.6,213.74,1145.4,0.0024,5.38,153.58
328,276.09,0.427,2.39,0.44,151.0,169.93,1459.32,0.0066,6.56,278.23
329,222.76,0.209,0.98,0.55,201.3,292.79,436.25,0.0014,1.553,44.09
330,182.86,0.215,1.73,0.64,239.4,253.61,884.06,0.0013,2.589,67.21
331,233.25,0.363,2.83,1.06,235.0,188.06,2510.04,0.0022,8.634,228.32
332,52.7,0.431,2.5,0.48,236.5,233.77,2560.54,0.0118,2.183,58.0
333,75.82,0.169,1.92,0.64,290.7,412.63,859.07,0.0012,1.175,26.92
334,106.63,0.346,1.13,0.86,203.9,265.38,818.8,0.003,1.401,44.13
335,132.04,0.184,0.71,0.77,222.3,352.83,285.07,0.0009,0.68,16.86
336,255.91,0.254,1.65,0.64,289.9,234.08,1333.8,0.0018,5.049,100.9
337,214.1,0.488,1.91,0.97,160.3,167.13,1423.2,0.0043,5.498,200.84
338,215.44,0.131,1.39,0.84,210.5,350.62,390.59,0.0003,1.468,38.14
339,138.72,0.265,2.19,0.93,160.5,247.87,879.43,0.0015,2.198,79.23
340,60.48,0.268,0.92,1.1,233.6,351.13,534.5,0.002,0.577,15.92
341,150.8,0.401,1.83,0.94,214.3,220.54,1636.98,0.0034,4.007,109.17
342,185.07,0.438,1.58,0.7,287.3,197.57,1943.41,0.0055,5.322,132.2
343,131.3,0.116,1.18,0.41,296.8,386.21,404.79,0.0007,0.852,19.07
344,217.77,0.422,2.87,0.72,267.5,171.67,3190.4,0.0046,12.418,269.42
345,105.67,0.223,1.87,0.73,174.0,283.49,716.36,0.0015,1.306,44.5
346,71.03,0.257,0.75,0.41,249.3,334.43,493.02,0.0045,0.559,13.31
347,59.85,0.33,1.48,0.42,237.5,293.61,1164.64,0.0077,1.066,31.42
348,293.45,0.318,1.19,0.97,190.7,206.34,749.21,0.0018,3.539,117.46
349,251.41,0.19,1.07,1.05,289.6,281.72,583.11,0.0006,2.56,49.87
350,70.88,0.184,2.38,0.44,223.9,318.24,956.79,0.0023,1.031,31.52
351,251.36,0.404,0.88,0.52,190.2,189.28,642.07,0.005,2.799,90.57
352,58.67,0.257,2.24,0.55,246.2,324.12,1406.81,0.0035,1.441,32.99
353,110.13,0.369,2.57,0.94,273.7,204.86,2458.11,0.0034,4.589,111.17
354,217.82,0.208,0.7,1.19,173.4,309.77,268.72,0.0007,0.934,31.45
355,204.85,0.264,1.57,0.66,234.6,218.28,957.68,0.0019,3.363,86.8
356,255.82,0.322,2.45,0.41,272.8,198.87,2079.96,0.0045,9.019,197.44
357,219.12,0.338,2.01,0.95,236.3,210.44,1472.9,0.0021,5.649,153.94
358,223.09,0.193,2.06,1.0,182.8,278.1,742.76,0.0007,2.43,88.06
359,166.33,0.105,0.7,0.61,154.2,463.93,108.68,0.0004,0.298,12.47
360,123.98,0.366,2.91,0.44,283.6,228.23,3327.5,0.0063,6.265,133.32
361,135.24,0.467,1.52,0.51,257.2,193.54,1848.83,0.0079,4.244,97.18
362,248.05,0.371,2.2,1.16,194.4,189.9,1496.78,0.0022,7.13,213.9
363,189.14,0.237,0.84,0.48,274.7,266.7,552.58,0.0022,1.703,35.87
364,232.23,0.412,0.8,0.4,256.8,193.13,811.47,0.0075,3.216,78.42
365,71.26,0.32,1.45,0.89,208.3,327.75,955.89,0.0033,1.118,32.54
366,94.22,0.495,1.61,0.83,281.0,206.42,2365.95,0.0074,3.247,79.62
367,128.81,0.153,2.08,0.5,236.8,359.01,799.93,0.001,1.671,41.83
368,174.99,0.392,2.05,0.55,153.9,192.63,1131.29,0.0054,3.677,138.44
369,290.87,0.143,1.7,0.87,231.2,292.0,568.15,0.0004,2.516,71.57
370,209.44,0.428,0.6,0.8,253.4,207.6,621.17,0.0042,2.319,55.08
371,232.56,0.246,2.1,0.77,178.5,245.81,948.11,0.0015,3.711,118.78
372,55.23,0.226,0.64,1.01,255.3,437.23,352.43,0.0016,0.335,7.12
373,283.68,0.2,0.8,0.87,295.4,264.81,460.86,0.0008,2.254,40.69
374,90.48,0.363,2.99,0.76,203.2,217.6,2195.88,0.0045,3.512,106.21
375,160.51,0.359,0.65,1.05,291.1,235.83,699.42,0.0023,1.827,35.44
376,200.45,0.333,1.5,0.67,169.0,204.6,832.46,0.0028,2.928,100.68
377,198.81,0.449,1.94,0.68,270.5,173.8,2267.02,0.0053,8.169,174.51
378,149.08,0.219,0.86,0.52,214.9,301.33,408.12,0.0019,1.021,27.91
379,207.52,0.431,2.46,0.62,291.1,167.95,3163.32,0.0046,11.073,221.53
380,218.06,0.293,2.52,1.16,153.3,203.2,1182.46,0.0013,3.903,150.83
381,63.64,0.34,2.76,0.71,182.4,280.8,1669.68,0.0048,1.865,60.84
382,197.0,0.241,2.5,0.84,273.9,251.54,1703.16,0.0011,5.911,119.09
383,201.27,0.188,2.06,0.86,177.7,282.4,697.14,0.0007,2.338,84.4
384,106.69,0.367,0.7,0.75,174.5,264.04,437.76,0.0042,0.795,27.78
385,170.82,0.253,2.6,0.52,225.9,208.46,1615.75,0.0025,4.274,118.07
386,289.95,0.119,0.75,0.44,177.8,404.91,163.26,0.0006,0.798,23.7
387,139.53,0.496,2.21,1.16,171.4,184.52,1977.46,0.0038,4.637,163.55
388,152.7,0.296,1.54,0.42,200.3,246.49,938.0,0.0038,2.46,64.66
389,74.24,0.172,2.49,0.94,232.0,348.36,1040.5,0.0009,1.226,31.21
390,137.48,0.413,2.98,0.59,281.1,188.1,3577.47,0.0054,7.283,164.21
391,232.72,0.268,1.95,1.07,270.6,235.84,1358.11,0.0012,5.837,107.91
392,150.68,0.308,2.99,0.51,251.3,207.3,2289.04,0.0038,5.491,120.53
393,139.45,0.338,1.94,0.53,220.8,220.86,1601.85,0.0047,3.484,87.56
394,56.3,0.242,2.45,0.85,189.2,334.39,1232.13,0.0022,1.106,32.94
395,83.3,0.205,1.55,0.88,227.1,384.59,656.57,0.0013,1.036,26.53
396,93.6,0.289,0.73,0.9,232.6,322.84,430.0,0.0024,0.769,20.61
397,199.24,0.424,1.57,1.0,287.0,192.69,1798.45,0.0032,6.112,128.76
398,111.71,0.223,1.89,0.87,214.0,285.61,912.11,0.0012,1.689,45.25
399,252.97,0.106,2.12,0.94,269.8,317.75,675.65,0.0002,2.715,59.94
400,282.94,0.499,2.3,0.63,282.0,150.24,3314.0,0.0068,15.003,324.64
401,218.72,0.196,2.4,1.01,196.9,272.69,862.23,0.0007,3.376,103.05
402,283.64,0.221,2.45,1.01,253.7,225.25,1410.0,0.0009,6.261,158.21
403,101.7,0.302,1.28,0.74,246.8,298.58,918.34,0.0032,1.499,38.06
404,99.66,0.413,2.77,0.7,262.7,195.29,2851.24,0.0061,4.843,112.57
405,129.24,0.424,2.69,0.64,278.8,191.99,3252.22,0.006,7.018,141.09
406,286.26,0.373,1.33,0.8,246.9,180.74,1227.73,0.0032,5.669,141.0
407,215.58,0.401,2.53,1.16,196.9,182.4,2104.18,0.0026,6.779,227.51
408,268.26,0.168,0.63,0.97,221.3,317.51,247.93,0.0005,1.036,26.58
409,230.1,0.304,2.01,0.77,274.3,211.74,1727.76,0.0022,6.847,148.31
410,140.75,0.452,2.31,0.49,211.2,191.15,2235.28,0.0077,5.401,154.41
411,148.28,0.156,0.53,0.84,296.4,385.18,226.39,0.0005,0.611,10.87
412,160.17,0.452,1.76,0.81,170.8,194.06,1327.12,0.0044,3.963,136.61
413,98.93,0.428,2.12,0.74,218.7,212.32,2082.35,0.006,2.96,90.52
414,199.01,0.498,1.59,1.14,201.8,163.55,1567.91,0.004,5.489,158.67
415,282.2,0.272,0.8,0.81,202.3,238.38,471.65,0.0015,2.01,62.3
416,58.9,0.498,1.08,0.44,178.5,251.48,947.21,0.0163,1.003,34.73
417,177.22,0.445,2.67,0.41,266.7,172.05,3212.92,0.0088,9.511,209.87
418,238.64,0.199,1.85,1.19,278.6,263.58,999.05,0.0005,3.983,85.55
419,256.88,0.1,1.27,0.59,185.0,400.2,215.04,0.0003,0.918,30.68
420,268.98,0.462,1.73,0.66,166.0,158.42,1261.11,0.0054,5.822,211.19
421,208.73,0.15,0.68,1.13,178.5,365.93,182.62,0.0004,0.648,20.68
422,92.2,0.442,0.53,0.81,265.4,258.32,600.18,0.006,0.895,22.72
423,89.97,0.376,0.92,0.65,225.5,238.04,810.2,0.006,1.118,31.78
424,186.76,0.135,1.44,0.73,156.0,346.09,310.97,0.0005,0.942,37.12
425,77.17,0.493,1.45,1.02,201.4,221.01,1366.17,0.0069,1.977,56.59
426,67.26,0.234,1.28,0.91,203.4,352.87,582.18,0.0017,0.731,19.92
427,109.37,0.22,2.11,0.88,254.4,289.83,1249.07,0.0013,2.143,47.06
428,250.23,0.172,0.77,1.11,201.4,297.42,284.47,0.0005,1.09,32.35
429,70.15,0.159,1.24,0.47,286.6,390.44,570.72,0.0015,0.655,13.37
430,281.51,0.165,2.91,0.56,261.2,269.06,1263.72,0.0009,6.605,131.94
431,279.12,0.231,1.43,1.01,200.8,235.97,696.64,0.0009,2.857,91.36
432,235.98,0.468,1.56,0.67,294.2,169.49,1838.63,0.0059,8.351,185.12
433,252.95,0.237,1.58,1.08,204.5,245.28,821.99,0.0009,3.309,96.67
434,148.76,0.121,1.5,0.94,217.6,373.51,421.36,0.0003,1.005,27.37
435,101.02,0.217,2.37,0.79,182.4,321.72,938.19,0.0015,1.662,51.77
436,181.26,0.383,1.13,0.76,168.5,224.34,688.02,0.0035,2.344,80.32
437,200.06,0.393,2.42,1.18,236.0,179.11,2392.3,0.0022,7.377,183.02
438,253.94,0.339,1.48,0.78,278.2,211.43,1376.1,0.0026,5.891,125.63
439,157.59,0.166,2.27,0.83,245.3,311.68,900.04,0.0006,2.423,58.65
440,189.94,0.443,2.17,0.75,293.0,183.16,2845.32,0.0043,9.018,179.09
441,183.12,0.326,2.0,0.53,207.0,207.04,1376.6,0.0036,4.203,120.54
442,240.55,0.337,0.98,0.93,243.5,216.73,905.89,0.0019,3.286,73.77
443,251.29,0.174,0.71,0.75,248.7,317.91,283.37,0.0007,1.168,32.38
444,283.22,0.469,1.76,0.66,260.6,163.31,2091.22,0.006,10.03,233.61
445,235.17,0.294,0.71,1.18,227.7,244.36,445.97,0.0013,1.622,47.78
446,68.72,0.142,2.59,0.59,179.2,430.21,668.1,0.001,0.738,26.89
447,115.6,0.269,0.6,0.76,236.6,314.24,347.55,0.0022,0.713,18.33
448,141.7,0.14,2.42,1.17,295.5,344.31,1052.72,0.0003,2.484,46.12
449,170.5,0.403,1.2,0.65,288.7,234.69,1404.64,0.0044,4.037,85.98
450,186.6,0.2,1.36,1.08,233.9,275.41,637.79,0.0007,1.818,51.26
451,283.14,0.33,0.82,0.87,265.0,212.79,749.05,0.0022,3.499,77.3
452,205.88,0.153,1.27,0.56,286.3,338.38,589.23,0.0007,1.859,39.68
453,106.45,0.347,0.6,0.66,220.3,308.5,452.01,0.0043,0.844,21.4
454,156.38,0.326,0.55,0.43,216.9,271.69,393.37,0.0047,0.978,27.89
455,257.39,0.153,2.84,1.0,291.2,282.84,1201.25,0.0004,5.422,113.37
456,133.04,0.38,2.41,1.14,180.7,215.96,1732.47,0.0026,3.576,116.13
457,295.74,0.357,2.29,1.18,206.6,168.43,1670.39,0.002,8.272,245.1
458,286.92,0.188,1.32,1.0,209.1,254.65,571.29,0.0006,2.563,70.26
459,168.58,0.167,1.39,0.72,158.6,317.92,386.6,0.0007,1.053,36.95
460,216.18,0.268,2.25,0.73,225.7,219.96,1371.12,0.0017,4.906,130.82
461,277.48,0.387,1.96,1.04,279.7,153.94,1958.36,0.0022,9.992,208.91
462,224.29,0.133,2.66,0.78,160.3,272.03,606.65,0.0004,2.161,80.33
463,63.65,0.489,1.78,0.63,220.4,246.86,1892.35,0.0116,2.021,54.74
464,124.46,0.412,1.68,0.58,174.9,220.73,1204.4,0.0059,2.513,85.68
465,227.42,0.493,0.63,0.48,258.1,206.25,764.48,0.0087,2.953,71.45
466,166.93,0.342,1.57,0.42,267.5,220.39,1510.64,0.0047,4.544,93.79
467,273.48,0.234,2.04,1.14,294.3,225.36,1196.13,0.0009,6.495,123.47
468,120.64,0.212,1.51,1.2,158.2,296.0,512.33,0.0008,0.962,35.32
469,129.11,0.135,1.26,1.17,291.7,391.79,516.37,0.0003,1.071,22.5
470,53.55,0.203,1.62,0.95,260.0,419.29,964.46,0.0012,0.76,19.89
471,106.82,0.318,2.24,0.81,298.5,244.11,1963.46,0.0032,3.678,77.8
472,146.13,0.239,1.58,1.03,222.6,279.68,900.09,0.0011,1.996,53.02
473,176.13,0.204,0.52,0.92,226.7,322.59,248.78,0.0008,0.751,19.01
474,84.86,0.328,2.67,0.87,257.7,238.96,2240.95,0.003,3.063,72.83
475,291.68,0.483,1.12,0.68,284.3,175.8,1535.71,0.0062,7.597,142.0
476,221.94,0.209,2.34,0.44,157.4,229.58,726.1,0.0017,2.575,103.32
477,127.37,0.49,1.53,0.76,236.5,193.68,1880.17,0.0071,3.626,96.31
478,219.22,0.126,1.99,0.99,181.6,328.34,482.7,0.0003,1.635,53.27
479,205.06,0.318,0.81,0.63,185.8,228.14,471.89,0.0026,1.567,54.94
480,141.67,0.256,2.94,1.16,270.0,229.62,1951.96,0.0012,4.832,107.36
481,139.92,0.375,1.28,0.45,255.2,229.96,1229.94,0.0062,3.046,63.63
482,241.56,0.222,2.53,0.64,216.9,245.32,1285.42,0.0014,5.3,138.26
483,118.67,0.29,1.33,0.86,283.4,290.48,1207.48,0.0023,2.105,45.95
484,108.21,0.297,1.28,0.55,225.6,258.53,821.87,0.0036,1.539,39.73
485,243.97,0.423,2.42,0.49,246.6,173.05,2564.84,0.0068,9.98,275.99
486,182.18,0.114,2.1,0.47,215.3,368.24,468.4,0.0005,1.503,42.38
487,76.08,0.158,2.69,0.82,220.1,374.91,957.72,0.0008,1.206,32.7
488,206.51,0.13,0.78,0.44,188.6,371.76,186.21,0.0007,0.656,22.16
489,227.59,0.145,2.34,0.62,245.9,303.09,798.35,0.0006,3.342,80.85
490,259.09,0.49,2.94,0.45,273.3,161.56,4201.6,0.0095,16.278,362.86
491,140.57,0.431,2.25,0.77,158.3,195.2,1459.65,0.0042,3.647,140.56
492,127.91,0.31,0.67,1.18,204.0,252.72,415.39,0.0018,0.958,25.08
493,128.92,0.15,2.14,0.43,239.7,357.45,703.56,0.001,1.678,40.22
494,255.31,0.198,1.55,1.07,281.6,267.32,798.6,0.0006,3.907,80.81
495,72.84,0.403,1.96,0.55,178.2,219.22,1494.73,0.0086,1.825,58.2
496,131.68,0.24,1.99,0.62,154.0,281.96,789.72,0.0021,1.662,59.56
497,138.12,0.15,0.82,0.94,278.8,399.25,348.99,0.0005,0.812,18.24
498,204.57,0.413,2.26,1.07,158.4,187.96,1513.0,0.003,4.7,192.5
499,58.36,0.332,0.92,0.97,176.4,316.86,540.1,0.0031,0.537,17.23
500,175.15,0.465,0.87,0.92,184.9,210.85,713.86,0.0046,2.239,68.74
501,151.37,0.494,1.23,0.64,203.2,178.39,1140.31,0.0075,3.091,93.7
502,273.95,0.141,2.14,1.13,175.3,290.85,544.77,0.0003,2.474,79.1
503,125.93,0.137,0.86,0.48,213.4,400.02,247.48,0.0008,0.54,14.19
504,99.3,0.139,0.92,1.14,273.2,459.3,328.08,0.0005,0.592,13.32
505,116.53,0.116,1.64,1.11,235.4,446.11,459.17,0.0003,0.902,21.37
506,76.76,0.412,2.78,0.71,244.6,206.29,2544.77,0.0072,3.464,88.41
507,234.36,0.201,0.67,0.61,286.8,300.97,413.24,0.0012,1.575,29.98
508,57.03,0.25,2.07,0.52,273.5,337.67,1339.34,0.004,1.247,29.12
509,254.92,0.5,1.03,0.61,249.4,180.09,1377.91,0.0072,5.295,129.07
510,117.93,0.426,1.45,0.47,201.3,220.17,1252.9,0.0081,2.413,71.47
511,64.16,0.148,1.95,1.14,224.5,411.61,648.14,0.0006,0.735,19.41
512,93.49,0.244,2.09,0.46,204.2,293.17,1051.31,0.0036,1.628,51.13
513,198.85,0.455,1.53,0.88,244.5,182.4,1609.14,0.0041,5.544,141.46
514,102.88,0.394,1.3,0.8,174.4,237.15,945.03,0.0046,1.573,49.66
515,179.5,0.103,1.56,0.97,216.4,443.61,332.47,0.0002,1.059,30.59
516,102.69,0.195,2.07,1.06,212.3,328.74,842.96,0.0009,1.615,38.39
517,206.7,0.243,2.99,0.78,222.9,226.08,1692.34,0.0013,5.539,160.89
518,229.67,0.334,1.73,0.55,219.6,207.41,1263.15,0.0036,4.845,147.71
519,185.74,0.152,1.44,0.48,243.4,338.35,572.76,0.0009,1.604,39.62
520,151.58,0.471,2.28,0.74,227.6,172.27,2563.08,0.0055,6.242,152.16
521,229.39,0.411,2.18,0.89,283.9,184.83,2521.92,0.0032,10.472,198.53
522,221.18,0.185,1.1,0.63,211.7,278.49,403.51,0.0009,1.608,45.84
523,204.07,0.118,2.06,0.65,205.3,336.93,515.8,0.0004,1.747,49.18
524,151.62,0.409,1.71,1.12,286.2,210.69,2061.28,0.0029,4.929,103.5
525,288.07,0.12,0.87,0.83,236.4,371.29,257.42,0.0003,1.253,31.01
526,53.32,0.317,1.65,0.8,160.8,305.51,932.71,0.0038,0.813,28.42
527,93.1,0.449,2.03,0.53,294.4,205.6,2593.98,0.01,3.905,87.94
528,250.92,0.427,2.95,0.8,218.2,158.92,2805.56,0.0044,12.68,313.28
529,263.32,0.442,0.75,0.47,189.4,186.85,611.33,0.0074,2.55,92.74
530,247.23,0.193,2.1,0.59,257.0,259.86,1099.0,0.0011,4.086,102.85
531,239.72,0.142,1.77,1.05,290.4,296.3,754.79,0.0003,2.582,62.58
532,262.05,0.297,1.68,0.79,277.0,207.32,1466.38,0.0019,5.418,120.97
533,248.49,0.295,1.34,0.49,185.8,226.83,728.16,0.0032,3.01,91.56
534,126.77,0.114,1.31,0.84,232.8,407.88,312.97,0.0003,0.75,18.1
535,164.44,0.404,1.01,0.97,153.2,210.35,674.63,0.0031,1.791,60.95
536,101.24,0.397,0.63,1.08,179.7,263.56,471.61,0.0034,0.807,25.3
537,70.48,0.178,2.86,1.18,206.4,325.81,1064.99,0.0008,1.303,34.07
538,214.73,0.496,1.16,0.94,157.8,181.84,979.36,0.0044,3.186,118.57
539,239.08,0.316,0.69,0.41,165.3,221.69,375.52,0.0042,1.531,53.78
540,166.59,0.245,0.77,1.1,267.5,293.25,473.72,0.0011,1.389,31.6
541,185.05,0.12,0.66,0.55,154.9,429.39,127.95,0.0005,0.381,14.51
542,88.7,0.22,1.12,0.7,188.2,297.15,461.16,0.0018,0.698,22.0
543,181.75,0.325,0.93,0.56,197.8,256.93,556.99,0.0035,1.747,57.35
544,83.91,0.158,2.24,0.91,267.4,371.03,973.77,0.0007,1.294,29.16
545,68.13,0.381,1.51,1.14,247.5,271.66,1373.37,0.0035,1.58,38.89
546,174.13,0.149,1.5,0.68,265.9,327.85,609.63,0.0006,1.61,39.81
547,226.81,0.176,1.42,0.48,244.2,284.87,595.05,0.0012,2.405,57.05
548,188.52,0.17,1.45,1.07,246.6,323.61,618.59,0.0005,1.823,48.32
549,201.68,0.167,2.49,0.98,162.9,294.81,635.15,0.0005,2.407,74.65
550,204.9,0.365,2.59,0.57,168.1,187.79,1609.94,0.0042,5.447,191.14
551,209.56,0.24,2.82,0.45,232.4,222.78,1715.12,0.0024,5.305,132.41
552,260.92,0.178,2.57,0.85,264.3,244.26,1250.55,0.0007,5.314,122.07
553,163.05,0.157,1.47,1.16,198.0,331.9,444.65,0.0004,1.191,39.86
554,245.73,0.277,1.71,1.02,207.4,198.38,939.28,0.0013,3.586,113.66
555,181.06,0.368,1.17,0.62,290.0,231.78,1292.47,0.0043,3.751,78.53
556,204.53,0.304,1.86,0.69,162.2,208.89,810.33,0.0024,3.42,106.4
557,236.19,0.167,0.97,0.77,192.9,313.89,326.88,0.0006,1.306,39.46
558,154.43,0.129,1.18,1.18,239.4,373.99,368.01,0.0003,0.952,23.68
559,164.55,0.478,2.18,0.45,219.9,184.03,2280.85,0.0086,7.033,161.18
560,139.19,0.166,1.76,1.06,249.6,336.9,723.39,0.0005,1.771,39.63
561,111.66,0.284,2.07,0.85,261.4,259.22,1582.2,0.002,2.848,62.98
562,237.54,0.377,2.98,0.62,224.7,170.19,2288.48,0.0041,10.431,263.86
563,268.34,0.124,2.72,0.66,197.2,306.34,689.8,0.0004,2.959,88.57
564,264.14,0.258,1.0,0.74,207.8,245.8,543.05,0.0016,2.364,65.76
565,115.57,0.274,0.89,1.16,265.0,295.32,671.62,0.0014,1.268,28.44
566,270.41,0.306,2.44,0.85,232.9,178.1,1759.49,0.0019,7.677,206.63
567,171.05,0.125,1.88,1.07,299.5,355.85,643.67,0.0003,1.878,43.76
568,60.27,0.239,1.16,0.95,292.3,373.38,794.43,0.0018,0.795,17.34
569,255.97,0.359,2.92,0.97,288.7,188.2,2878.51,0.0023,12.252,269.64
570,198.12,0.293,2.06,0.41,179.2,228.1,1081.95,0.0035,3.236,123.85
571,124.73,0.264,1.04,1.17,169.6,311.52,463.94,0.0013,1.011,33.25
572,100.29,0.132,1.69,0.41,162.7,413.89,376.17,0.001,0.613,22.91
573,249.77,0.303,1.08,1.08,259.1,230.46,822.86,0.0015,3.446,84.21
574,66.66,0.499,0.56,1.07,204.8,272.54,613.9,0.0071,0.606,18.62
575,201.74,0.175,2.51,1.17,190.3,289.55,804.11,0.0005,2.846,101.88
576,86.11,0.277,1.34,0.82,237.8,285.56,946.36,0.0024,1.234,30.0
577,139.05,0.379,1.9,0.71,213.0,217.61,1529.43,0.0041,3.606,97.86
578,280.01,0.208,1.43,0.86,282.3,257.17,813.81,0.0009,3.439,82.23
579,125.42,0.254,2.64,1.0,190.8,275.0,1259.73,0.0013,2.697,87.07
580,183.37,0.339,1.42,1.05,228.5,229.7,1101.01,0.002,3.289,84.45
581,59.09,0.141,2.32,0.56,205.7,440.85,738.13,0.0011,0.66,18.41
582,171.27,0.316,2.55,0.54,271.2,219.28,2391.21,0.0033,6.773,140.68
583,181.17,0.356,1.34,1.13,238.1,209.06,1136.61,0.0019,3.579,89.52
584,173.65,0.458,1.17,0.73,284.8,201.91,1579.59,0.0051,4.606,90.42
585,154.49,0.2,1.3,0.51,194.4,294.2,467.51,0.0017,1.392,38.74
586,273.38,0.403,1.33,1.0,172.8,182.29,886.94,0.0028,4.38,149.07
587,113.3,0.322,1.82,0.92,185.0,258.8,1066.3,0.0027,1.905,62.19
588,185.87,0.129,2.48,0.57,251.6,333.54,860.71,0.0005,2.65,62.72
589,123.68,0.328,2.36,0.7,195.4,223.91,1624.03,0.0033,3.152,99.66
590,215.37,0.461,0.75,0.59,256.3,203.64,896.02,0.0061,3.148,68.59
591,122.8,0.409,0.69,1.06,214.2,244.09,581.26,0.0035,1.199,34.14
592,290.39,0.423,1.65,0.58,290.0,164.28,1980.37,0.0056,9.851,204.29
593,265.46,0.291,2.99,0.94,161.1,185.52,1435.35,0.0014,6.036,227.63
594,50.36,0.28,2.59,0.86,299.9,292.11,2089.62,0.0028,1.816,38.19
595,276.44,0.49,1.08,1.11,199.2,167.35,1001.36,0.0039,4.456,142.29
596,234.2,0.281,2.97,0.44,203.3,210.97,1398.77,0.0033,6.348,199.92
597,187.64,0.43,1.26,0.72,197.5,202.48,975.99,0.0046,3.348,102.23
598,74.51,0.311,0.64,0.49,182.9,286.69,343.95,0.0058,0.475,13.51
599,129.12,0.41,0.63,0.41,269.3,238.27,659.64,0.0086,1.534,34.56
600,170.56,0.308,2.94,1.17,182.3,206.48,1699.74,0.0015,4.452,159.71
601,72.25,0.305,2.8,1.12,173.5,264.3,1588.4,0.0022,1.673,54.84
602,199.75,0.129,1.07,1.15,286.3,387.2,364.94,0.0003,1.295,26.56
603,277.25,0.483,0.69,0.83,195.5,188.04,617.91,0.0049,3.117,93.42
604,175.77,0.133,2.05,0.67,278.4,315.35,751.32,0.0005,2.157,50.09
605,101.47,0.229,1.66,1.15,289.8,293.46,1076.23,0.0011,1.877,36.31
606,165.15,0.46,2.83,0.71,223.8,163.11,2856.99,0.0052,8.352,219.24
607,170.77,0.266,2.94,0.56,182.3,231.99,1373.42,0.0023,4.237,132.49
608,203.84,0.265,2.84,0.44,181.5,241.92,1444.47,0.0028,4.531,163.31
609,209.53,0.228,0.73,0.74,169.3,302.68,283.71,0.0013,1.047,33.78
610,174.49,0.224,2.53,1.09,251.0,253.97,1384.43,0.0008,4.228,100.93
611,55.03,0.401,1.68,0.76,151.1,264.13,1005.04,0.0068,1.037,38.02
612,225.66,0.482,1.83,0.72,293.1,158.01,2715.7,0.0061,9.154,184.98
613,200.42,0.124,1.53,0.84,215.4,351.13,425.96,0.0003,1.386,35.55
614,283.71,0.434,2.61,0.64,214.4,150.42,2416.89,0.0049,11.037,349.77
615,277.89,0.238,2.05,0.43,178.0,234.89,894.63,0.0024,3.791,125.76
616,183.39,0.1,1.1,0.57,187.6,410.04,216.63,0.0003,0.591,19.86
617,69.63,0.243,2.37,0.84,272.5,317.16,1564.65,0.0023,1.734,39.31
618,216.68,0.214,1.96,0.87,216.9,248.25,945.83,0.001,2.914,96.09
619,148.7,0.358,0.88,1.15,207.5,251.85,651.87,0.002,1.627,49.17
620,282.47,0.294,1.73,0.5,270.4,211.55,1355.09,0.0033,6.535,139.91
621,200.24,0.114,1.74,0.52,177.4,368.72,335.48,0.0004,1.138,40.09
622,175.92,0.173,1.93,0.91,233.5,286.37,831.81,0.0006,2.472,65.35
623,54.59,0.362,2.05,0.65,162.9,271.53,1170.42,0.0063,1.169,36.88
624,258.89,0.117,1.09,1.11,151.4,333.04,201.15,0.0002,0.825,35.88
625,279.57,0.263,0.98,0.81,286.2,231.73,762.59,0.0016,3.619,72.32
626,152.51,0.293,0.68,0.62,198.7,277.66,398.05,0.0029,0.98,30.12
627,234.63,0.447,2.07,0.94,168.9,160.71,1504.5,0.0039,6.156,219.75
628,238.45,0.188,1.61,0.89,265.5,269.19,824.26,0.0007,3.399,64.98
629,195.24,0.392,1.53,0.9,254.9,196.52,1516.37,0.003,4.946,123.47
630,115.6,0.197,1.71,1.11,206.8,311.09,705.89,0.0008,1.343,37.46
631,175.36,0.193,1.52,1.02,265.7,302.92,717.51,0.0007,2.582,51.81
632,189.97,0.295,1.76,0.54,271.9,215.57,1423.93,0.0028,4.595,98.9
633,78.15,0.474,0.96,0.6,211.0,232.12,1024.9,0.0102,1.176,35.19
634,116.8,0.304,0.87,0.89,234.9,285.92,626.47,0.0023,1.188,31.78
635,293.01,0.444,0.78,1.16,213.5,185.52,734.58,0.0029,3.602,97.73
636,134.64,0.289,2.03,1.1,249.3,261.02,1452.48,0.0014,3.347,79.71
637,265.69,0.165,2.53,1.08,287.2,260.53,1229.72,0.0004,5.474,100.49
638,62.63,0.118,2.3,0.76,188.4,470.47,487.22,0.0005,0.472,15.78
