material_to_cut,blade_material,cutting_angle_deg,blade_thickness_mm,cutting_speed_m_per_min,applied_force_N,operating_temperature_C,lubrication,friction_coefficient,blade_lifespan_hrs,wear_estimation_pct,cutting_efficiency_pct,performance_score
Aluminum,HSS,24.578592940339806,7.851897055147657,79.44150806045029,1087.363700690244,525.699735701353,True,0.301,3.24,31.5,80.5,57.5
Steel,HSS,8.447809366714313,9.643293552632237,179.38323141569063,586.0207714796902,318.82040018500004,True,0.373,0.37,37.4,66.0,49.8
Steel,HSS,12.149662069837657,9.254497200771587,67.9001809159862,349.36482046603,566.2581372193803,True,0.368,0.5,25.5,82.9,56.3
Titanium,Carbide,19.5885218796543,8.315008619020071,91.24126075530086,1446.336360894523,384.79287611501945,False,0.812,0.81,51.6,80.1,33.3
Aluminum,Carbide,24.278874685378867,7.698613488330706,151.6476123709681,174.27002892584952,108.00198605330938,True,0.308,7.85,16.1,75.7,67.3
Titanium,Carbide,8.113504255284754,3.8811064641581625,153.84226120232603,1819.2437879964098,375.22491843831364,True,0.42,0.88,41.9,73.9,50.4
Titanium,Carbide,9.547599083886915,7.071225816384898,175.00983728693308,1083.7699537546005,193.1148297425946,False,0.792,0.65,53.2,65.4,28.2
Aluminum,HSS,9.513893487808605,7.146191950482367,25.230627543073236,1331.6372188598198,235.80949878856833,True,0.314,4.26,16.3,70.4,61.1
Steel,Carbide,5.41864058984147,5.254570656741503,53.07656260540852,581.5261183399061,489.13852365188217,True,0.428,2.34,21.4,76.0,58.8
Steel,HSS,17.08231249961899,5.944123693607501,135.30291872061096,446.1667355096553,584.5415318502729,False,0.706,0.35,59.6,77.8,28.4
Aluminum,Carbide,18.414061482917877,7.552227905397654,80.87595846255266,563.1318801128265,524.5152894348903,False,0.492,8.64,44.1,81.2,48.7
Steel,Carbide,17.05051780250507,9.616812285683377,27.84110076755627,541.3566829081574,208.9660980765876,True,0.452,2.46,7.8,71.5,60.1
Aluminum,Carbide,6.426459788256286,4.362449667528253,125.56400130320392,1742.5530937575584,283.12211031246994,False,0.505,6.58,51.6,78.7,42.2
Aluminum,HSS,6.384602514912634,3.970905215659516,90.75317572366609,1595.9448627786521,590.4286930855526,False,0.534,3.13,55.7,73.8,34.0
Titanium,Carbide,9.207731089882481,6.814455138390973,85.53707453792306,1720.1994148356607,555.6479118936736,False,0.801,0.89,58.4,74.6,31.6
Aluminum,Carbide,10.805890313978292,3.0463928915308793,67.58557124344865,1496.2568829509564,586.6303881625936,True,0.266,6.83,32.9,78.4,64.9
Titanium,Carbide,20.730873118200947,6.660262643902511,21.079620761053274,1322.7456867824005,271.09214132321733,True,0.485,1.43,18.6,72.2,56.1
Steel,HSS,8.187805314978423,2.7108118805714465,52.82480305471284,1102.96191048827,484.3266965077162,False,0.66,0.47,48.1,72.9,32.3
Steel,Carbide,5.881844327950643,5.92467103683607,105.36235360734891,604.4154701218267,525.3060092577809,False,0.713,1.56,47.5,74.9,35.4
Steel,Carbide,12.879750154261103,6.963314997708269,69.63256155580522,1440.18961968152,45.672744245419985,False,0.757,1.95,43.5,85.4,40.1
Steel,HSS,13.327843402838406,2.560877114182735,177.3899622674219,359.51036991520067,174.33090274547473,True,0.422,0.36,26.2,68.6,50.2
Titanium,HSS,14.018146763779084,3.6556252155890343,45.739939188145954,1071.0169327775293,532.4206840744828,True,0.477,0.36,28.6,71.4,49.5
Steel,Carbide,21.538070880539372,4.682994279036199,177.56125166651626,471.0220601606704,245.47064231651626,True,0.447,1.58,31.4,69.6,53.6
Aluminum,Carbide,6.960108297418834,4.948789561489272,92.86864552922731,1059.0426792709713,181.60080550946887,True,0.308,8.07,16.8,83.0,71.0
Aluminum,Carbide,19.078841648439244,7.408837146033267,69.65125635236855,658.4240844612744,178.16106597413867,True,0.371,7.66,11.2,85.8,72.5
Aluminum,HSS,11.758911420905815,6.232170724476193,74.77253453267112,201.611372119324,237.73488479525108,True,0.299,3.5,11.8,90.2,67.5
Titanium,HSS,11.199602728709399,5.056867762442615,79.41274270921858,1057.0471244415614,161.49843532534948,False,0.81,0.26,36.9,78.6,35.9
Steel,HSS,23.6508625217196,5.6054100347332,111.18151724282805,445.47739652990947,21.950721167786252,True,0.451,0.46,15.9,81.6,58.0
Steel,Carbide,9.96937048833484,2.1038133652019138,83.69881602748481,406.1945618813909,120.10518551108584,True,0.376,2.11,7.2,82.2,61.1
Steel,HSS,17.850636706787327,8.16420223446104,136.49714246687375,830.2952055876277,531.8935316995078,True,0.441,0.42,42.8,78.1,51.0
Titanium,Carbide,10.502555147521841,2.3280375095582597,96.5322212749276,787.3955999213904,63.87618645227675,False,0.787,0.91,39.2,82.1,35.5
Aluminum,HSS,15.142877652807702,8.634539943380528,140.89586774288725,1747.2199446633097,259.54118327032916,False,0.491,3.09,54.0,77.9,37.6
Aluminum,HSS,20.725857851925557,6.327972171317841,128.79675530328836,1172.8103434980467,284.76295541602167,False,0.523,3.17,47.5,82.9,38.6
Steel,HSS,22.634450470325213,6.222553529796136,64.00171503726705,1723.678113456025,471.32929899958606,False,0.679,0.46,55.9,71.5,28.8
Aluminum,Carbide,21.773944805901007,7.636629022185595,166.29919181301588,378.9877428699442,166.50218694525418,False,0.493,7.44,47.2,74.8,46.4
Aluminum,Carbide,16.643614722892796,8.876476261227722,163.81666419912622,778.8895131057237,199.59223724741614,False,0.495,6.01,48.0,76.2,43.3
Titanium,Carbide,9.976326306764442,9.541169171837314,198.01648406294757,1155.1262734467443,28.280055572750033,False,0.797,0.76,52.5,64.1,30.7
Titanium,Carbide,18.224667665237316,6.346959097951879,51.50902419802215,390.94333187890027,543.641756708249,False,0.779,1.07,42.0,79.2,36.0
Titanium,HSS,19.19810091559216,3.205265855911346,172.61087946926338,343.3084260171305,417.6230248071622,True,0.497,0.23,36.4,70.5,49.9
Titanium,Carbide,5.213839802270028,9.029047409384058,176.95656605767073,1356.663036602756,172.45081268152768,True,0.444,0.69,35.7,63.9,50.1
Steel,HSS,13.784210218637492,2.3253761469609193,135.58954998842665,1342.2845445260832,534.7586690492373,True,0.364,0.38,46.6,75.5,49.8
Titanium,Carbide,21.865240856435285,8.458697365758464,111.14926000088428,544.9014617632837,70.21725575719003,True,0.471,0.91,20.9,85.6,59.3
Aluminum,Carbide,14.791751924860947,7.443373011405185,192.306720110426,531.5347553339243,233.66947986941068,False,0.516,7.01,51.2,72.5,40.6
Steel,HSS,11.227508843266422,9.237820859383568,195.08454701773928,1516.3469807271592,346.88657010881786,True,0.437,0.35,52.0,59.5,44.3
Aluminum,HSS,22.435955420493254,9.179705201979575,135.5055421415962,322.276894895331,313.19676788186706,True,0.309,2.95,26.8,79.6,58.2
Aluminum,Carbide,8.117613950596114,2.4252326834966373,84.72077442634924,1854.2006436856475,399.8463778601265,True,0.29,7.62,37.8,76.1,63.0
Aluminum,Carbide,9.128904648324008,6.875571257405377,167.0897330238699,1893.1031899769698,192.6051246575806,True,0.312,6.56,45.5,66.4,55.0
Titanium,HSS,18.747447338722665,2.997371641345614,36.06598409868613,1754.885414021568,459.54804833664474,True,0.476,0.39,31.6,68.5,49.7
Titanium,HSS,12.048718830531499,2.627748893952438,72.30721592536156,500.28686815046245,255.15878580915157,False,0.798,0.26,41.8,80.6,33.7
Steel,HSS,19.260336714675578,5.586217166645844,197.39977305911304,131.9233245703394,92.67237234192478,True,0.344,0.36,21.1,73.6,54.7
Steel,HSS,8.154072425189838,2.780780318789925,166.5800096972545,1879.7125994679368,449.4328397997292,False,0.687,0.38,74.9,65.5,22.1
Titanium,HSS,10.045381792016919,7.8232190649007425,189.1248448824423,753.5464719716714,548.9269291615342,False,0.741,0.18,68.2,62.2,23.2
Aluminum,Carbide,8.13294756727267,9.751525684060798,127.06302284943625,689.7795034778576,231.36619694692007,False,0.564,8.16,47.9,80.9,47.5
Steel,Carbide,24.058206271270194,6.556663662264742,93.38104246666087,597.1874022985837,361.99863781680835,True,0.446,1.96,21.2,85.7,58.7
Titanium,Carbide,13.108079217018481,3.8813509564934927,196.34421861038683,564.6187287928908,418.93822628148337,False,0.836,0.65,58.6,64.5,29.4
Titanium,Carbide,11.74439819820452,8.745651132203164,75.69660545428786,1495.6512518391476,502.2836428888748,True,0.465,0.83,32.0,78.2,53.7
Titanium,HSS,5.2840431234152945,8.824826999440209,156.3345702036062,1824.9978941261095,134.83623422763327,True,0.478,0.22,35.1,65.6,46.3
Aluminum,HSS,8.068351588217748,7.862287778915155,120.47725242203748,1593.5070952769265,350.5874481046653,True,0.261,3.11,31.1,79.4,57.5
Titanium,HSS,13.42271712484999,6.921057478506807,61.13128619260377,1380.805135320847,449.41077086315835,False,0.765,0.29,51.8,78.6,30.2
Titanium,Carbide,6.370055851437881,8.942339638013792,23.14699173353768,646.7393693417173,135.49318074224445,True,0.472,1.1,8.4,67.2,57.9
Titanium,HSS,15.214786590124339,3.3063334559804725,89.07753629073503,1139.2306030594305,294.03925360287894,True,0.463,0.27,32.1,85.3,52.1
Titanium,HSS,14.100308769288956,9.452801010752358,118.58337071791556,550.2376279873799,289.3300113119271,False,0.814,0.22,42.0,81.6,33.8
Steel,Carbide,20.34336280688704,9.577625193684547,52.974272171623994,311.8634979932193,506.82024824173186,False,0.712,2.19,40.4,74.9,37.5
Steel,Carbide,18.19605402800633,8.975938991977067,94.61987945502081,328.5566285610026,470.8377122622881,True,0.408,1.57,22.5,88.2,60.9
Titanium,Carbide,13.918946106411475,4.005296277691737,130.73418751861277,1247.1612999525155,154.51736728909015,False,0.825,0.71,55.5,79.8,34.0
Aluminum,HSS,9.493214002101428,8.865427090485033,148.6861627558024,173.11135167593443,155.11255014806153,False,0.465,2.63,33.0,76.1,41.1
Steel,HSS,19.537271320356126,5.981105694701534,29.49365538317673,1949.1835420268733,439.5453950539371,False,0.662,0.62,45.1,70.4,30.7
Titanium,Carbide,19.157242069084084,6.759441899206602,139.55254792442494,1991.386280643397,448.9752392111511,True,0.495,0.88,48.8,78.5,47.3
Steel,Carbide,8.065923210307748,8.724804980033161,30.200115597989576,383.9069133739183,123.76192599163981,False,0.716,2.24,26.2,69.6,41.1
Steel,HSS,23.295036628508054,2.2366627563619,25.07338916468188,911.8745784263344,258.4846264254447,True,0.445,0.68,11.7,66.4,56.7
Aluminum,Carbide,6.2881023203008635,4.903540737405166,47.43416466389103,1559.3444352554152,498.9471001635837,True,0.257,8.05,29.2,76.2,65.6
Titanium,HSS,6.1007541778543235,8.525547017955725,137.65593029808178,1914.6269712098112,66.06397923554492,True,0.455,0.22,34.5,75.0,49.7
Titanium,Carbide,8.747008353248539,8.511638270413783,29.5078597192022,1793.5102314408737,236.85884641548571,True,0.489,1.15,20.3,73.1,56.8
Aluminum,Carbide,23.189215960975424,8.789503415063463,23.761318197003344,584.0348493960623,393.8337985242245,True,0.31,8.45,8.0,69.2,69.7
Aluminum,Carbide,15.399962480738436,3.3537272011159303,41.2327120425597,261.8741742382688,467.2303394684463,False,0.557,8.96,29.5,78.5,53.2
Titanium,HSS,20.758818413458002,7.6470929458236805,190.94977832790278,648.5857854295468,398.54157556965293,True,0.449,0.21,39.1,64.6,45.0
Titanium,HSS,9.556863761530012,3.1720267240433486,183.30999498689897,930.7511418893849,250.56204834913322,True,0.544,0.23,40.3,68.8,46.9
Aluminum,Carbide,14.804439493074817,8.280784071608203,35.563875517937724,783.8828027041766,595.3316361045203,True,0.316,9.22,27.5,77.2,66.7
Steel,HSS,12.165789272477646,3.96100803563606,74.72237303298135,1570.351333509389,44.08876788387445,False,0.735,0.47,41.1,80.8,36.0
Steel,Carbide,21.556572141323855,7.902541820695568,190.512639028508,589.7969870068155,306.95840039286657,True,0.438,1.56,38.9,62.7,47.4
Aluminum,Carbide,5.4520887871845325,5.64001294822378,37.58378122217022,1731.4105199000946,315.83190925836317,False,0.478,8.35,41.0,67.7,47.6
Steel,HSS,9.876854599322106,9.890107716422179,37.02727675658616,528.7054124528897,159.0788808013377,False,0.683,0.61,30.0,74.7,38.2
Aluminum,HSS,8.051484486047576,6.639150645994247,35.48070159225121,786.5688853810057,344.0502993252203,False,0.5,3.44,31.9,70.3,39.0
Steel,HSS,22.183780774431387,7.060634913762289,195.76572303776166,950.837228671733,147.6332961598432,True,0.374,0.33,35.3,62.3,49.1
Steel,HSS,14.350876993875314,4.945308110810299,153.75953239083785,653.3144708471619,277.1789985018267,True,0.371,0.35,33.4,80.1,50.9
Titanium,Carbide,13.084400877864324,7.876161262779465,58.60718612467372,1556.107250325143,270.3478787487144,True,0.461,1.06,29.3,83.1,57.1
Titanium,HSS,13.989655242021596,5.95908512883868,28.27050703337053,878.1397016921832,468.4109666174879,False,0.821,0.41,40.4,69.2,32.5
Steel,HSS,24.438491014046704,2.144533080766913,193.743471604076,1785.3489695091225,566.7032937760015,True,0.4,0.35,54.8,51.3,40.4
Steel,Carbide,22.005347886718482,6.868652783005161,96.5880275167444,1930.8184512173177,137.6490894550705,True,0.418,1.65,34.5,81.0,53.3
Titanium,Carbide,19.12737543700615,8.643676723434892,127.70756989309542,1733.6335898355371,595.0800228864799,False,0.796,0.74,67.5,74.5,30.0
Titanium,Carbide,10.809579184465093,3.8944141604836053,70.25532202966258,1092.987827325334,565.3835468423749,True,0.51,0.95,34.8,82.3,52.9
Titanium,Carbide,8.303459990368955,3.768510040681477,156.50485801236786,1068.6359649662654,85.33885609500457,False,0.813,0.69,49.9,68.5,32.3
Aluminum,HSS,23.428672580489067,6.871089464954164,55.42442226092297,510.1580298331688,549.172300680655,True,0.326,3.7,24.0,77.5,60.7
Steel,HSS,13.461510455929657,8.54383421140395,161.6441480075926,1225.3275586995396,347.45519919732754,True,0.455,0.37,42.0,67.6,47.0
Titanium,Carbide,10.575115989372584,3.9969627027486068,61.50854780030624,1910.1788783361933,529.7947163306274,False,0.77,0.94,54.4,75.0,31.2
Steel,Carbide,14.418416528352708,9.458101209944314,37.624200623145825,253.15240252944312,568.4684256949859,False,0.637,2.31,37.9,70.8,37.4
Aluminum,HSS,23.356948456407043,9.419098853452393,106.18805981554465,1529.66908725565,518.1661774339559,True,0.288,2.77,42.5,76.0,51.4
Aluminum,HSS,12.741346267825865,3.6042933752634667,166.37902524121714,1752.1251532153187,253.669000317142,True,0.334,2.87,46.1,67.5,52.2
Titanium,HSS,16.25281994496199,4.1102752964545255,89.27564536319046,1974.73662054173,389.3203322123403,True,0.501,0.27,42.9,81.4,50.6
Aluminum,HSS,21.059326022171337,7.604790487585292,25.19725712047041,736.0396599571677,289.56678504699795,False,0.489,4.11,33.8,69.3,42.7
Steel,HSS,13.542650620967825,9.613864872195407,119.59574821368747,775.5908778464836,232.5397893000597,True,0.478,0.42,30.9,80.1,52.0
Titanium,Carbide,9.670836038527366,7.679061510210517,142.48485000623498,536.5729591485833,165.41176940002697,True,0.503,0.75,29.5,78.8,55.5
Steel,Carbide,24.890514967660668,5.559200398564304,153.3250901604812,1599.2208893643678,276.0745999724571,False,0.682,1.52,56.8,68.5,29.8
Steel,Carbide,24.131417149043195,3.352010771412025,92.34649177567111,366.0752408512249,487.4637166468982,True,0.455,1.64,25.1,78.4,55.8
Aluminum,Carbide,21.86958338251028,5.688078790716969,37.4635336686321,608.7572264666583,509.5331631478121,True,0.253,7.89,22.5,77.9,69.0
Aluminum,HSS,18.767477587718453,6.854142335764435,125.17875820340954,660.9984797639007,575.6432010709098,True,0.31,2.63,38.3,82.9,54.0
Aluminum,Carbide,10.897312561393939,4.647615351653203,79.31861934287272,812.3681755748149,188.55765841771725,False,0.484,6.97,33.8,84.1,50.9
Aluminum,HSS,23.26825876328064,6.082062569600718,190.43974680947355,901.1633168626665,397.2305531343312,True,0.298,2.88,44.4,63.4,50.3
Aluminum,HSS,10.511133402424575,3.0417130266296475,110.48817945103899,1162.1474330817068,422.3917899196914,False,0.518,2.86,54.8,83.1,35.3
Titanium,HSS,21.016189893536648,5.617504836100691,105.00788842381615,1901.90931084584,130.97275373928474,True,0.508,0.25,32.6,84.0,52.1
Steel,HSS,23.365163358826127,2.726206551436432,75.65771581730422,569.8315204605196,232.79150949598605,False,0.703,0.48,38.9,73.0,34.1
Steel,HSS,17.060076808598232,2.3927099995919248,80.98157096903863,1580.5191189587458,218.50897690457134,False,0.693,0.51,44.8,82.0,35.5
Steel,HSS,21.061124357823577,8.857919324794619,112.29586113438417,1385.1415488499426,591.8277969493435,False,0.648,0.38,64.6,80.0,30.5
Steel,HSS,20.83390198403493,3.6406526731685993,75.19966315669906,320.4954365204085,575.8595666105097,False,0.653,0.39,40.1,78.9,33.4
Aluminum,Carbide,8.863155022419598,6.601242633023467,180.6148791863142,1639.7158275848603,496.62538191007656,False,0.423,7.24,62.3,68.7,40.8
Steel,HSS,18.358489471921693,3.1918620672799394,99.02322783723956,272.1623812967433,294.2448540714417,False,0.705,0.46,42.3,86.2,36.5
Titanium,Carbide,6.869358738088871,4.100220567274331,72.56397512234437,1503.9598363262962,173.16165201353834,True,0.508,1.03,23.8,81.7,56.7
Titanium,Carbide,15.157002862749627,4.890715358155875,47.97107003740689,1459.9948159517328,551.2592606425536,False,0.728,1.01,54.8,72.7,33.1
Steel,HSS,8.24471096281155,3.149411490838162,141.02313073406447,1409.8635371104288,175.46528920908622,True,0.452,0.41,32.6,74.4,52.1
Steel,HSS,13.326989975928633,2.3676983760888826,24.64164979140513,625.7154526301456,322.7269505321171,True,0.462,0.65,18.2,69.2,53.9
Titanium,Carbide,21.659641493968753,9.017278416144087,100.99924169058927,1189.397280031242,162.14206309440678,False,0.805,0.76,41.7,75.9,33.9
Titanium,Carbide,24.74335679260409,2.094662687038177,119.0219276661003,1546.9978025200955,583.3295777224229,True,0.526,0.87,50.1,70.7,46.9
Aluminum,Carbide,11.359196633192354,2.4905678626805425,81.1612299584597,1311.4246953641818,44.22173271368024,True,0.299,7.07,19.7,87.4,69.2
Titanium,Carbide,15.639113975663532,8.44057728662482,154.96719450950104,1628.1808690349308,121.12289457986458,True,0.442,0.69,31.0,74.6,52.1
Aluminum,HSS,15.225960487409772,4.256066694184448,141.61888943082897,1406.9764933592855,463.7285587593459,False,0.49,3.08,54.3,72.8,33.8
Aluminum,HSS,24.088030196621318,7.7825624089175784,194.8518177625931,621.4547873752398,107.83826633371736,True,0.348,2.62,27.7,62.4,53.3
Aluminum,HSS,14.57167464865547,3.16980599374331,111.57802387214275,390.8074351639622,588.0227353280889,True,0.282,2.46,34.7,87.5,56.6
Aluminum,Carbide,18.982124107993954,3.898253988773755,116.80622563328893,1300.760074061477,206.3843425886466,True,0.313,6.98,25.1,87.4,68.4
Aluminum,HSS,23.435784662170523,6.582212132775948,64.25107745488799,1543.5409236543708,552.8147728337696,False,0.516,3.17,52.2,71.9,37.3
Steel,Carbide,12.467571190736802,9.909086707914268,89.3871003315297,370.4136094947033,404.12141472401004,False,0.735,2.09,47.4,79.5,36.6
Titanium,HSS,23.042444764907753,2.5875557612737854,24.834906408494714,432.1588699386011,387.78814376439266,True,0.424,0.38,12.9,64.3,54.8
Aluminum,Carbide,23.34912443782027,5.204436783854658,144.0694619475841,122.93175979097188,550.9160203423073,True,0.342,7.64,31.7,75.7,64.9
Titanium,HSS,23.613250079342613,2.3446477600473985,76.0921039430372,1110.323443968109,317.70201270635,False,0.772,0.24,50.9,70.5,28.5
Titanium,HSS,10.408923709428528,3.593811541247799,117.26606174000563,1130.3529907196469,252.45125791504447,True,0.525,0.25,30.7,82.6,51.9
Aluminum,Carbide,13.00711188539917,9.259768214708036,65.89863135397083,1050.1440044174688,146.22119813544077,True,0.289,7.68,15.1,82.5,70.6
Steel,Carbide,22.407918164514037,2.7716808303181573,131.78651606113857,700.4190357422593,103.83099281604933,False,0.689,1.5,41.8,77.0,38.0
